"issueId","severity","status","category","rawRecordId","url","currentH1","modelReference","recommendation"
"raw-165-family-or-series","low","family-or-series","drilling-consumables","raw-165","https://cowinmachine.com/products/drilling-consumables/tool-series-165-165","DTH Hammer Drilling Tool","","Confirm page evidence and product identity with the owner."
"raw-165-generic-title-needs-identification","low","generic-title-needs-identification","drilling-consumables","raw-165","https://cowinmachine.com/products/drilling-consumables/tool-series-165-165","DTH Hammer Drilling Tool","","Request a manufacturer model or approved family designation."
"raw-165-missing-source-evidence","medium","missing-source-evidence","drilling-consumables","raw-165","https://cowinmachine.com/products/drilling-consumables/tool-series-165-165","DTH Hammer Drilling Tool","","Confirm page evidence and product identity with the owner."
"raw-166-missing-specification","medium","missing-specification","drilling-consumables","raw-166","https://cowinmachine.com/products/drilling-consumables/tool-ql60-166","QL60 DTH Hammer Drilling Tool","QL60","Obtain approved model-specific specification data before a technical rewrite."
"raw-176-missing-specification","medium","missing-specification","compressed-air-equipment","raw-176","https://cowinmachine.com/products/compressed-air-equipment/air-lb20-176","LB20 Screw Air Compressor","LB20","Obtain approved model-specific specification data before a technical rewrite."
"raw-182-missing-specification","medium","missing-specification","compressed-air-equipment","raw-182","https://cowinmachine.com/products/compressed-air-equipment/air-ztv90-8-182","ZTV90-8 Electric Screw Air Compressor","ZTV90-8","Obtain approved model-specific specification data before a technical rewrite."
"raw-187-missing-specification","medium","missing-specification","drilling-consumables","raw-187","https://cowinmachine.com/products/drilling-consumables/tool-yo20-187","YO20 Drilling Tool","YO20","Obtain approved model-specific specification data before a technical rewrite."
"raw-188-duplicate-or-near-duplicate","high","duplicate-or-near-duplicate","compressed-air-equipment","raw-188","https://cowinmachine.com/products/compressed-air-equipment/air-zdcy-5-8-188","ZDCY 5-8 Diesel Portable Screw Air Compressor","ZDCY 5-8","Confirm whether this URL is a distinct SKU or consolidate it under a canonical family."
"raw-195-family-or-series","low","family-or-series","drilling-consumables","raw-195","https://cowinmachine.com/products/drilling-consumables/tool-series-195-195","Drilling Tool","","Confirm page evidence and product identity with the owner."
"raw-195-generic-title-needs-identification","low","generic-title-needs-identification","drilling-consumables","raw-195","https://cowinmachine.com/products/drilling-consumables/tool-series-195-195","Drilling Tool","","Request a manufacturer model or approved family designation."
"raw-195-missing-source-evidence","medium","missing-source-evidence","drilling-consumables","raw-195","https://cowinmachine.com/products/drilling-consumables/tool-series-195-195","Drilling Tool","","Confirm page evidence and product identity with the owner."
"raw-196-family-or-series","low","family-or-series","generator-systems","raw-196","https://cowinmachine.com/products/generator-systems/gen-zd-100kw-196","ZD-100kw Open-Frame Diesel Generator System","","Confirm page evidence and product identity with the owner."
"raw-196-generic-title-needs-identification","low","generic-title-needs-identification","generator-systems","raw-196","https://cowinmachine.com/products/generator-systems/gen-zd-100kw-196","ZD-100kw Open-Frame Diesel Generator System","","Request a manufacturer model or approved family designation."
"raw-196-missing-source-evidence","medium","missing-source-evidence","generator-systems","raw-196","https://cowinmachine.com/products/generator-systems/gen-zd-100kw-196","ZD-100kw Open-Frame Diesel Generator System","","Confirm page evidence and product identity with the owner."
"raw-198-family-or-series","low","family-or-series","drilling-consumables","raw-198","https://cowinmachine.com/products/drilling-consumables/tool-series-198-198","Drill Bit Drilling Tool","","Confirm page evidence and product identity with the owner."
"raw-198-generic-title-needs-identification","low","generic-title-needs-identification","drilling-consumables","raw-198","https://cowinmachine.com/products/drilling-consumables/tool-series-198-198","Drill Bit Drilling Tool","","Request a manufacturer model or approved family designation."
"raw-198-missing-source-evidence","medium","missing-source-evidence","drilling-consumables","raw-198","https://cowinmachine.com/products/drilling-consumables/tool-series-198-198","Drill Bit Drilling Tool","","Confirm page evidence and product identity with the owner."
"raw-198-duplicate-or-near-duplicate","high","duplicate-or-near-duplicate","drilling-consumables","raw-198","https://cowinmachine.com/products/drilling-consumables/tool-series-198-198","Drill Bit Drilling Tool","","Confirm whether this URL is a distinct SKU or consolidate it under a canonical family."
"raw-201-duplicate-or-near-duplicate","high","duplicate-or-near-duplicate","mobile-lighting-systems","raw-201","https://cowinmachine.com/products/mobile-lighting-systems/tower-ust-900s-201","UST-900S Solar Surveillance Mobile Light Tower","UST-900S","Confirm whether this URL is a distinct SKU or consolidate it under a canonical family."
