sourceId,canonicalId,category,sourceName,organization,sourceType,url,accessedAt,evidenceSummary,confidence,useRestriction
SRC-CURRENT-cp-105-mobile-lighting-systems-ust1800-1,cp-105-mobile-lighting-systems-ust1800,mobile-lighting-systems,COWIN MACHINE public product record,COWIN MACHINE public website,current-site audit evidence,https://cowinmachine.com/products/mobile-lighting-systems/tower-ust1800-169,2026-08-14,"Current URL, H1/model reference and visible specification table captured in the preceding product audit. This is traceability evidence, not independent manufacturer verification.",low,Do not treat as authoritative model documentation until the owner supplies approved manufacturer evidence.
SRC-CURRENT-cp-106-generator-systems-ugt-1600-1,cp-106-generator-systems-ugt-1600,generator-systems,COWIN MACHINE public product record,COWIN MACHINE public website,current-site audit evidence,https://cowinmachine.com/products/generator-systems/gen-ugt-1600-170,2026-08-14,"Current URL, H1/model reference and visible specification table captured in the preceding product audit. This is traceability evidence, not independent manufacturer verification.",low,Do not treat as authoritative model documentation until the owner supplies approved manufacturer evidence.
SRC-CURRENT-cp-107-generator-systems-ugt-4000lm-1,cp-107-generator-systems-ugt-4000lm,generator-systems,COWIN MACHINE public product record,COWIN MACHINE public website,current-site audit evidence,https://cowinmachine.com/products/generator-systems/gen-ugt-4000lm-171,2026-08-14,"Current URL, H1/model reference and visible specification table captured in the preceding product audit. This is traceability evidence, not independent manufacturer verification.",low,Do not treat as authoritative model documentation until the owner supplies approved manufacturer evidence.
SRC-CURRENT-cp-108-generator-systems-ugt-4000-pm-1,cp-108-generator-systems-ugt-4000-pm,generator-systems,COWIN MACHINE public product record,COWIN MACHINE public website,current-site audit evidence,https://cowinmachine.com/products/generator-systems/gen-ugt-4000-pm-172,2026-08-14,"Current URL, H1/model reference and visible specification table captured in the preceding product audit. This is traceability evidence, not independent manufacturer verification.",low,Do not treat as authoritative model documentation until the owner supplies approved manufacturer evidence.
SRC-CURRENT-cp-109-mobile-lighting-systems-ust-900l-1,cp-109-mobile-lighting-systems-ust-900l,mobile-lighting-systems,COWIN MACHINE public product record,COWIN MACHINE public website,current-site audit evidence,https://cowinmachine.com/products/mobile-lighting-systems/tower-ust-900l-173,2026-08-14,"Current URL, H1/model reference and visible specification table captured in the preceding product audit. This is traceability evidence, not independent manufacturer verification.",low,Do not treat as authoritative model documentation until the owner supplies approved manufacturer evidence.
SRC-CURRENT-cp-110-mobile-lighting-systems-gts-1200-1,cp-110-mobile-lighting-systems-gts-1200,mobile-lighting-systems,COWIN MACHINE public product record,COWIN MACHINE public website,current-site audit evidence,https://cowinmachine.com/products/mobile-lighting-systems/tower-gts-1200-174,2026-08-14,"Current URL, H1/model reference and visible specification table captured in the preceding product audit. This is traceability evidence, not independent manufacturer verification.",low,Do not treat as authoritative model documentation until the owner supplies approved manufacturer evidence.
SRC-CURRENT-cp-111-compressed-air-equipment-lb10-1,cp-111-compressed-air-equipment-lb10,compressed-air-equipment,COWIN MACHINE public product record,COWIN MACHINE public website,current-site audit evidence,https://cowinmachine.com/products/compressed-air-equipment/air-lb10-175,2026-08-14,"Current URL, H1/model reference and visible specification table captured in the preceding product audit. This is traceability evidence, not independent manufacturer verification.",low,Do not treat as authoritative model documentation until the owner supplies approved manufacturer evidence.
SRC-CURRENT-cp-112-compressed-air-equipment-lb20-1,cp-112-compressed-air-equipment-lb20,compressed-air-equipment,COWIN MACHINE public product record,COWIN MACHINE public website,current-site audit evidence,https://cowinmachine.com/products/compressed-air-equipment/air-lb20-176,2026-08-14,"Current URL, H1/model reference and visible specification table captured in the preceding product audit. This is traceability evidence, not independent manufacturer verification.",low,Do not treat as authoritative model documentation until the owner supplies approved manufacturer evidence.
SRC-CURRENT-cp-113-compressed-air-equipment-lb50-1,cp-113-compressed-air-equipment-lb50,compressed-air-equipment,COWIN MACHINE public product record,COWIN MACHINE public website,current-site audit evidence,https://cowinmachine.com/products/compressed-air-equipment/air-lb50-177,2026-08-14,"Current URL, H1/model reference and visible specification table captured in the preceding product audit. This is traceability evidence, not independent manufacturer verification.",low,Do not treat as authoritative model documentation until the owner supplies approved manufacturer evidence.
SRC-CURRENT-cp-114-compressed-air-equipment-lb30-1,cp-114-compressed-air-equipment-lb30,compressed-air-equipment,COWIN MACHINE public product record,COWIN MACHINE public website,current-site audit evidence,https://cowinmachine.com/products/compressed-air-equipment/air-lb30-178,2026-08-14,"Current URL, H1/model reference and visible specification table captured in the preceding product audit. This is traceability evidence, not independent manufacturer verification.",low,Do not treat as authoritative model documentation until the owner supplies approved manufacturer evidence.
SRC-CURRENT-cp-115-compressed-air-equipment-rm160-34-1,cp-115-compressed-air-equipment-rm160-34,compressed-air-equipment,COWIN MACHINE public product record,COWIN MACHINE public website,current-site audit evidence,https://cowinmachine.com/products/compressed-air-equipment/air-rm160-34-8-179,2026-08-14,"Current URL, H1/model reference and visible specification table captured in the preceding product audit. This is traceability evidence, not independent manufacturer verification.",low,Do not treat as authoritative model documentation until the owner supplies approved manufacturer evidence.
SRC-CURRENT-cp-116-compressed-air-equipment-zd-5-1,cp-116-compressed-air-equipment-zd-5,compressed-air-equipment,COWIN MACHINE public product record,COWIN MACHINE public website,current-site audit evidence,https://cowinmachine.com/products/compressed-air-equipment/air-zd-5-8-180,2026-08-14,"Current URL, H1/model reference and visible specification table captured in the preceding product audit. This is traceability evidence, not independent manufacturer verification.",low,Do not treat as authoritative model documentation until the owner supplies approved manufacturer evidence.
SRC-CURRENT-cp-117-compressed-air-equipment-zd-10-1,cp-117-compressed-air-equipment-zd-10,compressed-air-equipment,COWIN MACHINE public product record,COWIN MACHINE public website,current-site audit evidence,https://cowinmachine.com/products/compressed-air-equipment/air-zd-10-10-181,2026-08-14,"Current URL, H1/model reference and visible specification table captured in the preceding product audit. This is traceability evidence, not independent manufacturer verification.",low,Do not treat as authoritative model documentation until the owner supplies approved manufacturer evidence.
SRC-CURRENT-cp-118-compressed-air-equipment-ztv90-8-1,cp-118-compressed-air-equipment-ztv90-8,compressed-air-equipment,COWIN MACHINE public product record,COWIN MACHINE public website,current-site audit evidence,https://cowinmachine.com/products/compressed-air-equipment/air-ztv90-8-182,2026-08-14,"Current URL, H1/model reference and visible specification table captured in the preceding product audit. This is traceability evidence, not independent manufacturer verification.",low,Do not treat as authoritative model documentation until the owner supplies approved manufacturer evidence.
SRC-CURRENT-cp-119-compressed-air-equipment-kszj18-17-1,cp-119-compressed-air-equipment-kszj18-17,compressed-air-equipment,COWIN MACHINE public product record,COWIN MACHINE public website,current-site audit evidence,https://cowinmachine.com/products/compressed-air-equipment/air-kszj18-17-183,2026-08-14,"Current URL, H1/model reference and visible specification table captured in the preceding product audit. This is traceability evidence, not independent manufacturer verification.",low,Do not treat as authoritative model documentation until the owner supplies approved manufacturer evidence.
SRC-CURRENT-cp-120-drilling-consumables-yt27-1,cp-120-drilling-consumables-yt27,drilling-consumables,COWIN MACHINE public product record,COWIN MACHINE public website,current-site audit evidence,https://cowinmachine.com/products/drilling-consumables/tool-yt27-184,2026-08-14,"Current URL, H1/model reference and visible specification table captured in the preceding product audit. This is traceability evidence, not independent manufacturer verification.",low,Do not treat as authoritative model documentation until the owner supplies approved manufacturer evidence.
SRC-CURRENT-cp-121-drilling-consumables-yt29a-1,cp-121-drilling-consumables-yt29a,drilling-consumables,COWIN MACHINE public product record,COWIN MACHINE public website,current-site audit evidence,https://cowinmachine.com/products/drilling-consumables/tool-yt29a-185,2026-08-14,"Current URL, H1/model reference and visible specification table captured in the preceding product audit. This is traceability evidence, not independent manufacturer verification.",low,Do not treat as authoritative model documentation until the owner supplies approved manufacturer evidence.
SRC-CURRENT-cp-122-drilling-equipment-fy260-1,cp-122-drilling-equipment-fy260,drilling-equipment,COWIN MACHINE public product record,COWIN MACHINE public website,current-site audit evidence,https://cowinmachine.com/products/drilling-equipment/rig-fy260-186,2026-08-14,"Current URL, H1/model reference and visible specification table captured in the preceding product audit. This is traceability evidence, not independent manufacturer verification.",low,Do not treat as authoritative model documentation until the owner supplies approved manufacturer evidence.
SRC-CURRENT-cp-123-drilling-consumables-yo20-1,cp-123-drilling-consumables-yo20,drilling-consumables,COWIN MACHINE public product record,COWIN MACHINE public website,current-site audit evidence,https://cowinmachine.com/products/drilling-consumables/tool-yo20-187,2026-08-14,"Current URL, H1/model reference and visible specification table captured in the preceding product audit. This is traceability evidence, not independent manufacturer verification.",low,Do not treat as authoritative model documentation until the owner supplies approved manufacturer evidence.
SRC-CURRENT-cp-124-drilling-equipment-cs110-1,cp-124-drilling-equipment-cs110,drilling-equipment,COWIN MACHINE public product record,COWIN MACHINE public website,current-site audit evidence,https://cowinmachine.com/products/drilling-equipment/rig-cs110-189,2026-08-14,"Current URL, H1/model reference and visible specification table captured in the preceding product audit. This is traceability evidence, not independent manufacturer verification.",low,Do not treat as authoritative model documentation until the owner supplies approved manufacturer evidence.
SRC-CURRENT-cp-125-compressed-air-equipment-kylc-580-1,cp-125-compressed-air-equipment-kylc-580,compressed-air-equipment,COWIN MACHINE public product record,COWIN MACHINE public website,current-site audit evidence,https://cowinmachine.com/products/compressed-air-equipment/air-kylc-580-17cy-190,2026-08-14,"Current URL, H1/model reference and visible specification table captured in the preceding product audit. This is traceability evidence, not independent manufacturer verification.",low,Do not treat as authoritative model documentation until the owner supplies approved manufacturer evidence.
SRC-CURRENT-cp-126-compressed-air-equipment-zd10-1,cp-126-compressed-air-equipment-zd10,compressed-air-equipment,COWIN MACHINE public product record,COWIN MACHINE public website,current-site audit evidence,https://cowinmachine.com/products/compressed-air-equipment/air-zd10-191,2026-08-14,"Current URL, H1/model reference and visible specification table captured in the preceding product audit. This is traceability evidence, not independent manufacturer verification.",low,Do not treat as authoritative model documentation until the owner supplies approved manufacturer evidence.
SRC-CURRENT-cp-127-compressed-air-equipment-zd-31-1,cp-127-compressed-air-equipment-zd-31,compressed-air-equipment,COWIN MACHINE public product record,COWIN MACHINE public website,current-site audit evidence,https://cowinmachine.com/products/compressed-air-equipment/air-zd-31-25-192,2026-08-14,"Current URL, H1/model reference and visible specification table captured in the preceding product audit. This is traceability evidence, not independent manufacturer verification.",low,Do not treat as authoritative model documentation until the owner supplies approved manufacturer evidence.
SRC-CURRENT-cp-128-drilling-consumables-yt28-1,cp-128-drilling-consumables-yt28,drilling-consumables,COWIN MACHINE public product record,COWIN MACHINE public website,current-site audit evidence,https://cowinmachine.com/products/drilling-consumables/tool-yt28-193,2026-08-14,"Current URL, H1/model reference and visible specification table captured in the preceding product audit. This is traceability evidence, not independent manufacturer verification.",low,Do not treat as authoritative model documentation until the owner supplies approved manufacturer evidence.
SRC-CURRENT-cp-129-drilling-consumables-yo18-1,cp-129-drilling-consumables-yo18,drilling-consumables,COWIN MACHINE public product record,COWIN MACHINE public website,current-site audit evidence,https://cowinmachine.com/products/drilling-consumables/tool-yo18-194,2026-08-14,"Current URL, H1/model reference and visible specification table captured in the preceding product audit. This is traceability evidence, not independent manufacturer verification.",low,Do not treat as authoritative model documentation until the owner supplies approved manufacturer evidence.
SRC-CURRENT-cp-130-drilling-consumables-drilling-tool-1,cp-130-drilling-consumables-drilling-tool,drilling-consumables,COWIN MACHINE public product record,COWIN MACHINE public website,current-site audit evidence,https://cowinmachine.com/products/drilling-consumables/tool-series-195-195,2026-08-14,"Current URL, H1/model reference and visible specification table captured in the preceding product audit. This is traceability evidence, not independent manufacturer verification.",low,Do not treat as authoritative model documentation until the owner supplies approved manufacturer evidence.
SRC-CURRENT-cp-131-generator-systems-zd-100kw-open-frame-diesel-generator-system-1,cp-131-generator-systems-zd-100kw-open-frame-diesel-generator-system,generator-systems,COWIN MACHINE public product record,COWIN MACHINE public website,current-site audit evidence,https://cowinmachine.com/products/generator-systems/gen-zd-100kw-196,2026-08-14,"Current URL, H1/model reference and visible specification table captured in the preceding product audit. This is traceability evidence, not independent manufacturer verification.",low,Do not treat as authoritative model documentation until the owner supplies approved manufacturer evidence.
SRC-CURRENT-cp-132-drilling-equipment-fy450-1,cp-132-drilling-equipment-fy450,drilling-equipment,COWIN MACHINE public product record,COWIN MACHINE public website,current-site audit evidence,https://cowinmachine.com/products/drilling-equipment/rig-fy450-197,2026-08-14,"Current URL, H1/model reference and visible specification table captured in the preceding product audit. This is traceability evidence, not independent manufacturer verification.",low,Do not treat as authoritative model documentation until the owner supplies approved manufacturer evidence.
SRC-CURRENT-cp-133-compressed-air-equipment-lg10-1,cp-133-compressed-air-equipment-lg10,compressed-air-equipment,COWIN MACHINE public product record,COWIN MACHINE public website,current-site audit evidence,https://cowinmachine.com/products/compressed-air-equipment/air-lg10-199,2026-08-14,"Current URL, H1/model reference and visible specification table captured in the preceding product audit. This is traceability evidence, not independent manufacturer verification.",low,Do not treat as authoritative model documentation until the owner supplies approved manufacturer evidence.
SRC-CURRENT-cp-134-compressed-air-equipment-zd300-8-1,cp-134-compressed-air-equipment-zd300-8,compressed-air-equipment,COWIN MACHINE public product record,COWIN MACHINE public website,current-site audit evidence,https://cowinmachine.com/products/compressed-air-equipment/air-zd300-8-200,2026-08-14,"Current URL, H1/model reference and visible specification table captured in the preceding product audit. This is traceability evidence, not independent manufacturer verification.",low,Do not treat as authoritative model documentation until the owner supplies approved manufacturer evidence.
SRC-CURRENT-cp-135-drilling-equipment-fyl200-1,cp-135-drilling-equipment-fyl200,drilling-equipment,COWIN MACHINE public product record,COWIN MACHINE public website,current-site audit evidence,https://cowinmachine.com/products/drilling-equipment/rig-fyl200-202,2026-08-14,"Current URL, H1/model reference and visible specification table captured in the preceding product audit. This is traceability evidence, not independent manufacturer verification.",low,Do not treat as authoritative model documentation until the owner supplies approved manufacturer evidence.
